Class Number,Class,Division,Year,Quarter,Restrictions,Add Code Required,SLN,ID,Credit,Laboratory,Meeting Day,Meeting Times,Building,Room,Instructor,Status,Enrolled,Enrollment Limit,Grades,Fee,Other
BBIO180,INTRO BIOLOGY I,BBIO,2016,AUT,-,-,10726,A,5,-,TTh,845-1045,DISC,061,"Jensen, Jeffrey",Open,90,144,-,$70,-
BBIO180,INTRO BIOLOGY I,BBIO,2016,AUT,-,-,10727,AA,-,LB,M,845-1045,DISC,263,"Jensen, Jeffrey",Open,13,24,-,-,-
BBIO180,INTRO BIOLOGY I,BBIO,2016,AUT,-,-,10728,AB,-,LB,M,1115-115,DISC,263,"Jensen, Jeffrey",Open,23,24,-,-,-
BBIO180,INTRO BIOLOGY I,BBIO,2016,AUT,-,-,10729,AC,-,LB,W,845-1045,DISC,263,"Crowther, Gregory J.",Open,16,24,-,-,-
BBIO180,INTRO BIOLOGY I,BBIO,2016,AUT,-,-,10730,AD,-,LB,W,1115-115,DISC,263,"Crowther, Gregory J.",Open,17,24,-,-,-
BBIO180,INTRO BIOLOGY I,BBIO,2016,AUT,-,-,10731,AE,-,LB,M,145-345,DISC,263,"Crowther, Gregory J.",Open,21,24,-,-,-
BBIO220,INTRO BIOLOGY III,BBIO,2016,AUT,-,-,10733,A,5,-,TTh,1100-100,DISC,162,"Al-Noori, Salwa",Open,39,60,-,$70,-
BBIO220,INTRO BIOLOGY III,BBIO,2016,AUT,-,-,10734,AA,-,LB,W,130-330,DISC,267,"Al-Noori, Salwa",Open,23,24,-,-,-
BBIO220,INTRO BIOLOGY III,BBIO,2016,AUT,-,-,10735,AB,-,LB,M,1100-100,DISC,267,"Al-Noori, Salwa",Open,16,24,-,-,-
BBIO225,SCIENTIFIC WRITING,BBIO,2016,AUT,no_restriction,no_add_code,22590,A,5,-,MW,845-1045,UW2,211,"Galindo, Heather Michelle",Open,18,20,-,-,%WJ
BBIO231,GENES & HEREDITY,BBIO,2016,AUT,no_restriction,no_add_code,10737,A,5,-,MW,115-315,LBA,003,"McNabb, Susan L",Open,13,15,-,-,J
BBIO235,SALMON AND SOCIETY,BBIO,2016,AUT,no_restriction,no_add_code,10738,A,5,-,F,845-1245,UWBB,107G,"Jensen, Jeffrey",Open,13,24,-,$100,-
BBIO260,MEDICAL MICROBIOL,BBIO,2016,AUT,Restr,no_add_code,-,A,6,-,MW,115-315,UW1,031,"Sen, Keya",Open,29,30,-,$50,-
BBIO260,MEDICAL MICROBIOL,BBIO,2016,AUT,Restr,-,-,AA,-,LB,TTh,845-1045,DISC,263,"Sen, Keya",Closed,15,15,-,-,-
BBIO260,MEDICAL MICROBIOL,BBIO,2016,AUT,Restr,-,-,AB,-,LB,TTh,115-315,DISC,263,"Sen, Keya",Open,14,15,-,-,-
