Class Number,Class,Division,Year,Quarter,Restrictions,Add Code Required,SLN,ID,Credit,Laboratory,Meeting Day,Meeting Times,Building,Room,Instructor,Status,Enrolled,Enrollment Limit,Grades,Fee,Other
BCORE115,INDVDUALS & SOC 2,BCORE,2017,WIN,Restr,no_add_code,-,A,5,-,TTh,845-1045,UW2,040,"Porter, Ian Joseph",Open,29,30,-,-,-
BCORE115,INDVDUALS & SOC 2,BCORE,2017,WIN,Restr,no_add_code,-,B,5,-,MW,1100-100,UW2,040,"Redwood, Loren K.",Closed,31,30,-,-,-
BCORE115,INDVDUALS & SOC 2,BCORE,2017,WIN,Restr,no_add_code,-,C,5,-,TTh,115-315,UW2,040,"Shelton, Maura",Closed,32,30,-,-,-
BCORE115,INDVDUALS & SOC 2,BCORE,2017,WIN,Restr,no_add_code,-,D,5,-,TTh,1100-100,UW1,031,"Doyle, Gavin",Open,29,30,-,-,W
BCORE115,INDVDUALS & SOC 2,BCORE,2017,WIN,Restr,no_add_code,-,E,5,-,MW,1100-100,SSG,CNSVTRY,"Buttler, Tasha M",Closed,30,30,-,-,-
BCORE115,INDVDUALS & SOC 2,BCORE,2017,WIN,Restr,no_add_code,-,F,5,-,TTh,845-1045,UW2,221,"Tuke, Greg",Closed,30,30,-,-,-
BCORE115,INDVDUALS & SOC 2,BCORE,2017,WIN,Restr,no_add_code,-,G,5,-,TTh,1100-100,UW2,040,"Shaw, Carol A",Open,28,30,-,-,-
BCORE115,INDVDUALS & SOC 2,BCORE,2017,WIN,Restr,no_add_code,-,H,5,-,TTh,330-530,UW2,005,"Shaw, Carol A",Open,29,30,-,-,-
BCORE116,NATURAL WORLD 2,BCORE,2017,WIN,Restr,no_add_code,-,A,5,-,TTh,845-1045,UW1,261,"Shinneman, Avery",Closed,24,24,-,-,-
BCORE116,NATURAL WORLD 2,BCORE,2017,WIN,Restr,no_add_code,-,B,5,-,MW,845-1045,SSG,CNSVTRY,"McNabb, Susan L",Open,26,30,-,$3,W
BCORE116,NATURAL WORLD 2,BCORE,2017,WIN,Restr,no_add_code,-,C,5,-,TTh,1100-100,UW1,040,"Lasker, Grace",Open,29,30,-,-,-
BCORE116,NATURAL WORLD 2,BCORE,2017,WIN,Restr,no_add_code,-,D,5,-,MW,115-315,UW2,221,"Crandell, Caren",Open,26,30,-,-,-
BCORE117,VIS LIT PRFM ART 2,BCORE,2017,WIN,Restr,no_add_code,-,A,5,-,TTh,115-315,UW2,105,"Hsu, Howard",Closed,30,30,-,-,-
BCORE117,VIS LIT PRFM ART 2,BCORE,2017,WIN,Restr,no_add_code,-,B,5,-,MW,330-530,UW2,040,"Morse, Jason H",Closed,31,30,-,-,-
BCORE117,VIS LIT PRFM ART 2,BCORE,2017,WIN,Restr,-,-,C,5,-,TTh,845-1045,SSG,CNSVTRY,"Spiegler, Louise",Open,29,30,-,-,W
BCORE117,VIS LIT PRFM ART 2,BCORE,2017,WIN,Restr,no_add_code,-,E,5,-,MW,1100-100,UW2,240,"Carpenter, Gary L.",Open,17,18,-,-,J
BCORE117,VIS LIT PRFM ART 2,BCORE,2017,WIN,Restr,no_add_code,-,F,5,-,MW,845-1045,UW1,060,"Tuke, Greg",Closed,21,21,-,-,J
BCORE117,VIS LIT PRFM ART 2,BCORE,2017,WIN,Restr,-,-,G,5,-,F,845-100,DISC,252,"West, Maureen P.",Closed,32,30,-,$20,-
BCORE117,VIS LIT PRFM ART 2,BCORE,2017,WIN,Restr,no_add_code,-,H,5,-,MW,115-315,SSG,CNSVTRY,"Lambacher, Jason F",Closed,34,30,-,-,-
BCORE117,VIS LIT PRFM ART 2,BCORE,2017,WIN,Restr,-,-,I,5,-,TTh,330-530,DISC,162,"Nixon, David M.",Open,23,24,-,-,-
BCORE117,VIS LIT PRFM ART 2,BCORE,2017,WIN,Restr,no_add_code,-,J,5,-,MW,1100-100,UW2,240,"Carpenter, Gary L.",Closed,13,12,-,-,J
BCORE117,VIS LIT PRFM ART 2,BCORE,2017,WIN,Restr,no_add_code,-,K,5,-,MW,845-1045,UW1,060,"Tuke, Greg",Open,8,9,-,-,J
