Class Number,Class,Division,Year,Quarter,Restrictions,Add Code Required,SLN,ID,Credit,Laboratory,Meeting Day,Meeting Times,Building,Room,Instructor,Status,Enrolled,Enrollment Limit,Grades,Fee,Other
BIS111,DIGITAL THINKING,BIS,2025,AUT,Restr,no_add_code,-,A,5,-,MW,115-315,UW1,050,"Ali, Shiza",Open,6,18,-,-,J
BIS121,INTRO TO DRAWING,BIS,2025,AUT,no_restriction,no_add_code,11913,A,5,-,-,to_be_arranged,-,-,"Carpenter, Gary",Closed,30,30,-,$15,A
BIS121,INTRO TO DRAWING,BIS,2025,AUT,Restr,-,-,B,5,-,MW,845-1045,DISC,363,"Carpenter, Gary",Open,15,24,-,$15,-
BIS132,INTRO TO PHOTOGRAPHY,BIS,2025,AUT,Restr,-,-,A,5,-,T,330-530,DISC,162,"Norton, Katharine",Open,31,90,-,$25,B
BIS134,INTRO TO DANCE,BIS,2025,AUT,no_restriction,no_add_code,11916,A,5,-,TTh,1100-100,UW2,021,"Macalalad Bragin, Naomi",Open,9,24,-,-,-
BIS163,THE LIVES OF OBJECTS,BIS,2025,AUT,Restr,no_add_code,-,A,5,-,MW,115-315,INV,111,"Desmet, Raissa",Open,29,60,-,-,%
BIS165,INTRO ETHNIC STUDIES,BIS,2025,AUT,no_restriction,no_add_code,23125,A,5,-,M,115-315,UW1,221,"Roberts, Georgia M.",Open,16,48,-,-,B
BIS170,INTRO TO PSYCH,BIS,2025,AUT,no_restriction,no_add_code,11918,A,5,-,MW,-,545-745P,-,-,-,-,-,-,-,"UW1 Note: couldn't interpret '010', in original. Note: couldn't interpret 'Yi,Jaki', in original. Note: couldn't interpret 'Open', in original. Note: couldn't interpret '12', in original. Note: couldn't interpret '48', in original."
BIS170,INTRO TO PSYCH,BIS,2025,AUT,no_restriction,no_add_code,11919,B,5,-,MW,115-315,UW1,202,"McGuire, Mary V.",Open,7,48,-,-,-
BIS175,AMERICAN GOVT,BIS,2025,AUT,no_restriction,no_add_code,11920,A,5,-,T,115-315,UW2,005,"Lambacher, Jason Frederick",Open,25,48,-,-,B
BIS179,INTRO TO JOURNALISM ,BIS,2025,AUT,no_restriction,no_add_code,11921,A,5,-,-,to_be_arranged,-,-,"Gustafson, Kristin",Open,23,90,-,-,A
BIS181,INTRO TO SOCIOLOGY,BIS,2025,AUT,-,-,11922,A,5,-,MW,330-530,DISC,162,"Lerum, Kari A",Open,31,95,-,-,-
BIS200,INTRO MICROECON,BIS,2025,AUT,no_restriction,no_add_code,11923,A,5,-,MW,330-530,UW1,050,-,-,-,-,-,-," Note: couldn't interpret '050', in original. Note: couldn't interpret 'Open', in original. Note: couldn't interpret '7', in original. Note: couldn't interpret '11', in original. Note: couldn't interpret 'J', in original."
BIS200,INTRO MICROECON,BIS,2025,AUT,no_restriction,no_add_code,11924,B,5,-,Th,1100-100,UW1,051,"Charusheela, S",Open,7,11,-,-,BJ
BIS200,INTRO MICROECON,BIS,2025,AUT,no_restriction,no_add_code,11925,C,5,-,TTh,845-1045,UW1,202,-,-,-,-,-,-," Note: couldn't interpret '202', in original. Note: couldn't interpret 'Open', in original. Note: couldn't interpret '4', in original. Note: couldn't interpret '11', in original. Note: couldn't interpret 'J', in original."
BIS201,INTRO MACROECON,BIS,2025,AUT,no_restriction,no_add_code,11926,A,5,-,TTh,1100-100,UW1,050,"Nedita, Codrin",Closed,6,11,-,-,J
BIS201,INTRO MACROECON,BIS,2025,AUT,no_restriction,no_add_code,11927,B,5,-,TTh,115-315,UW1,050,"Nedita, Codrin",Open,5,11,-,-,J
BIS209,VISUAL & MEDIA,BIS,2025,AUT,no_restriction,no_add_code,11928,A,5,-,T,845-1045,UW2,121,"Bodle, Carrie",Closed,24,24,-,-,B
BIS215,UNDERSTANDING STATS ,BIS,2025,AUT,no_restriction,no_add_code,11929,A,5,-,MW,115-315,UW1,120,-,-,-,-,-,-," Note: couldn't interpret '120', in original. Note: couldn't interpret 'Open', in original. Note: couldn't interpret '32', in original. Note: couldn't interpret '36', in original."
BIS215,UNDERSTANDING STATS ,BIS,2025,AUT,no_restriction,no_add_code,11930,B,5,-,TTh,115-315,UW1,120,-,-,-,-,-,-," Note: couldn't interpret '120', in original. Note: couldn't interpret 'Open', in original. Note: couldn't interpret '22', in original. Note: couldn't interpret '36', in original."
BIS216,INTRO CULTURAL STDYS,BIS,2025,AUT,no_restriction,no_add_code,11931,A,5,-,-,to_be_arranged,-,-,"Harewood, Susan",Open,47,90,-,-,A
BIS218,THE POWER OF MAPS,BIS,2025,AUT,Restr,no_add_code,-,A,5,-,TTh,845-1045,UW1,302,"Davenport, Theodore",Open,46,48,-,-,-
