Class Number,Class,Division,Year,Quarter,Restrictions,Add Code Required,SLN,ID,Credit,Laboratory,Meeting Day,Meeting Times,Building,Room,Instructor,Status,Enrolled,Enrollment Limit,Grades,Fee,Other
BIS207,SHAKESPEARE & FILM,BIS,2016,SPR,Restr,-,-,A,5,-,TTh,330-530,SSG,CNSVTRY,"Spiegler, Louise",Open,24,30,-,-,%
BIS208,EXPERIMENT THRU ARTS,BIS,2016,SPR,Restr,no_add_code,-,A,5,-,TTh,115-315,UW2,005,"Wong, Jane",Open,43,45,-,-,-
BIS209,VISUAL & MEDIA,BIS,2016,SPR,Restr,no_add_code,-,A,5,-,TTh,845-1045,UW2,141,"Laynor, Gregory Daniel",Open,44,45,-,-,-
BIS216,INTRO CULTURE STUDY ,BIS,2016,SPR,Restr,no_add_code,-,A,5,-,TTh,1100-100,UW1,060,"Murr, Jonathan E",Closed,30,30,-,-,-
BIS217,INTRO TO DEBATE,BIS,2016,SPR,Restr,-,-,A,5,-,TTh,115-315,UW1,041,"Vaughan, Denise A",Closed,45,45,-,-,-
BIS220,DEVELOPMENTAL PSYCH ,BIS,2016,SPR,Restr,no_add_code,-,A,5,-,MW,1100-100,UW1,041,"Udell, Wadiya A",Closed,45,45,-,-,-
BIS221,GENDER & SEXUALITY,BIS,2016,SPR,Restr,-,-,A,5,-,MW,330-530,DISC,252,"Robert_Hoyt, Nicole L.",Open,44,45,-,-,-
BIS224,INTRO FEMINIST STDY ,BIS,2016,SPR,Restr,no_add_code,-,A,5,-,TTh,115-315,UWBB,240,"Robert_Hoyt, Nicole L.",Open,42,45,-,-,-
BIS232,DATA VISUALIZATION,BIS,2016,SPR,Restr,no_add_code,-,A,5,-,TTh,1100-100,UW1,120,"Hillyard, Cinnamon",Open,31,32,-,-,-
BIS235,CRIT MEDIA LITERACY ,BIS,2016,SPR,Restr,no_add_code,-,A,5,-,TTh,115-315,UW1,051,"McClearen, Jennifer R.",Closed,46,45,-,-,-
BIS237,PUBLIC SPEAKING/COM ,BIS,2016,SPR,Restr,-,-,A,5,-,MW,845-1045,UW1,220,"Vaughan, Denise A",Open,43,45,-,-,-
